executorCores,executorMemory,executorInstances,defaultParallelism,memoryOffHeapEnabled,memoryOffHeapSize,memoryFraction,memoryStorageFraction,shuffleFileBuffer,speculation,reducerMaxSizeInFlight,shuffleSortBypassMerageThreshold,speculationInterval,speculationMultiplier,speculationQuantile,broadcastBlockSize,ioCompressionCodec,ioCompressionLz4BlockSize,ioCompressionSnappyBlockSize,kryoRederenceTracking,kryoserializerBufferMax,kryoserializerBuffer,storageMemoryMapThreshold,networkTimeout,localityWait,shuffleCompress,shuffleSpillCompress,broadcastCompress,rddCompress,serializer,PERF
11,33196,31,39,true,66,0.9109489028227432,0.8021620460346526,19,false,116,630,80,3.210550354305641,0.7216999555261692,30,lz4,81,23,false,12,95,365,427,9,true,true,true,false,org.apache.spark.serializer.KryoSerializer,260.735
9,36722,9,47,true,15,0.7295472288723307,0.9636971700867276,118,false,26,438,76,1.8458643860522927,0.6227694643906942,110,lz4,111,57,true,19,81,348,35,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,194.195
14,27028,17,19,true,100,0.8692324235926715,0.8241784933931691,90,false,101,176,92,3.1686272794335064,0.28415814789830524,91,lzf,96,32,true,79,128,103,211,2,false,false,false,false,org.apache.spark.serializer.JavaSerializer,183.645
11,27685,22,23,false,33,0.8238437803776687,0.8520434443929463,23,false,112,869,98,2.710398564291618,0.5155246642960428,41,lz4,116,18,true,109,111,355,259,2,false,false,true,false,org.apache.spark.serializer.JavaSerializer,181.345
3,40185,14,40,true,57,0.7406118905090109,0.8550910442625868,89,false,127,723,18,2.1510557041310103,0.7008145353564507,77,lzf,75,113,true,56,66,85,222,9,true,false,true,true,org.apache.spark.serializer.KryoSerializer,197.278
11,28884,47,24,false,100,0.6339319553142816,0.9144763874060552,35,false,35,768,65,2.1397628958363266,0.5417376954793289,105,lz4,94,34,true,118,49,487,462,7,true,false,false,false,org.apache.spark.serializer.KryoSerializer,230.516
3,34407,44,36,false,80,0.7639226198399799,0.9310516993220784,22,true,107,359,63,3.009877403645107,0.3343792397701093,67,lzf,100,14,true,69,86,98,455,3,true,true,true,true,org.apache.spark.serializer.JavaSerializer,152.16299999999998
4,38385,14,24,false,83,0.9544756230961636,0.665662326704431,63,true,118,629,21,1.2525717319631002,0.5149986961900997,108,lz4,80,87,false,95,68,355,198,8,true,true,false,true,org.apache.spark.serializer.JavaSerializer,247.563
15,43069,38,29,false,75,0.7067069920482278,0.8685581237062684,35,true,58,749,43,2.006329525288175,0.5869979327487818,123,lz4,76,6,true,97,53,182,395,3,false,true,false,true,org.apache.spark.serializer.JavaSerializer,229.699
5,32450,38,33,false,97,0.8367982539747548,0.6467908853253155,45,true,44,751,85,2.0129417880715224,0.9586746851988672,78,lzf,97,31,false,55,87,223,439,10,true,true,true,false,org.apache.spark.serializer.JavaSerializer,169.91
12,39593,23,11,true,18,0.8672977297442578,0.6547603170147229,87,true,9,673,50,4.261282975923596,0.6002030664705462,88,lzf,90,28,true,109,73,323,113,4,true,true,false,true,org.apache.spark.serializer.KryoSerializer,155.155
13,26415,43,23,true,19,0.7554651591992404,0.7085325774252227,96,true,11,300,84,3.594956378077123,0.32042789709922265,62,lzf,99,34,true,93,81,255,331,2,true,false,false,true,org.apache.spark.serializer.KryoSerializer,152.504
3,44011,31,36,true,31,0.7229920729383953,0.862442323520733,117,false,25,941,22,1.730925439930074,0.7917641249544194,38,lz4,74,115,false,87,122,395,479,6,true,true,true,true,org.apache.spark.serializer.KryoSerializer,302.726
8,37705,25,34,true,32,0.9601307101424486,0.9437205589422859,55,false,8,672,83,3.3106904615179578,0.7429788634357645,61,lzf,69,84,true,73,67,252,369,9,true,true,true,false,org.apache.spark.serializer.JavaSerializer,171.57299999999998
9,41373,14,22,false,39,0.7220128057015355,0.8001925087846979,54,true,114,522,94,1.9347883112147044,0.4380391974041648,25,lzf,121,96,false,82,93,313,86,5,true,false,false,false,org.apache.spark.serializer.JavaSerializer,148.561
6,30260,48,33,true,76,0.7992333450635996,0.9729508428418019,32,false,110,822,24,3.031266562328556,0.5900880133485182,94,lzf,75,11,false,29,116,69,487,5,false,true,true,true,org.apache.spark.serializer.JavaSerializer,192.71599999999998
8,25639,43,43,true,34,0.8926042565035914,0.8282920831230463,52,false,37,398,29,4.683747773102919,0.32676085254357445,93,lz4,88,59,false,96,38,72,272,2,true,true,true,false,org.apache.spark.serializer.JavaSerializer,226.37599999999998
16,40923,13,32,true,40,0.6475535776504266,0.6180627327252168,115,true,75,590,74,1.7625436832719088,0.2542946643939693,86,lz4,114,13,true,93,26,191,147,3,false,true,true,true,org.apache.spark.serializer.JavaSerializer,191.54
3,36390,34,9,true,38,0.9173186781282486,0.8680893778332146,40,true,93,870,61,4.804083578053714,0.7823219667552829,19,lz4,119,107,true,17,3,384,297,10,true,true,false,true,org.apache.spark.serializer.JavaSerializer,208.40400000000002
4,26525,45,46,false,50,0.6348682192133944,0.6453278323228046,28,false,10,840,41,2.8325488654214537,0.16569479559892686,82,lzf,93,40,true,98,32,337,142,9,true,false,false,true,org.apache.spark.serializer.JavaSerializer,175.31900000000002
16,30712,23,18,true,89,0.7449315428551756,0.8859590116650966,67,false,91,991,75,1.26152423601523,0.29026496932484697,87,lz4,87,54,true,57,78,373,405,9,false,true,true,false,org.apache.spark.serializer.KryoSerializer,202.06400000000002
2,28699,17,14,false,25,0.6372976226032159,0.6398746890045581,108,true,72,666,28,2.5686362716994826,0.9936010792250688,76,lz4,82,46,true,115,14,110,357,10,true,false,true,true,org.apache.spark.serializer.KryoSerializer,286.459
10,35349,43,11,true,97,0.8506454602355077,0.9782686230325224,3,false,93,313,17,2.324648709196248,0.2154168827274085,9,lzf,100,102,false,83,73,259,301,3,false,true,false,false,org.apache.spark.serializer.KryoSerializer,190.735
6,32362,25,38,true,42,0.8758146591378784,0.6358250072499138,120,true,55,739,27,4.902218368123704,0.8478047379515736,6,lzf,83,25,true,86,127,182,193,4,false,true,false,true,org.apache.spark.serializer.JavaSerializer,202.96099999999998
4,35392,33,32,true,34,0.8716269695754626,0.6524122030357142,13,false,62,176,100,2.2566535691031344,0.42355988853164894,15,lz4,113,85,true,96,61,306,386,9,true,true,false,false,org.apache.spark.serializer.JavaSerializer,210.976
8,31693,29,16,true,13,0.8922655382391035,0.7506410056149654,127,false,9,455,64,1.641018704280354,0.538189247434286,47,lzf,76,90,false,60,22,122,157,3,true,false,false,false,org.apache.spark.serializer.JavaSerializer,174.637
12,33646,42,47,false,24,0.6351815373275363,0.704577512649139,10,false,75,908,95,4.414003537557967,0.5613023888976696,64,lz4,105,4,true,108,82,110,396,8,true,false,false,true,org.apache.spark.serializer.JavaSerializer,244.45
15,26386,15,14,true,56,0.7579820599661273,0.8674644025458347,121,false,21,267,54,3.31330134761524,0.4431081539117878,60,lz4,75,61,false,111,118,148,176,6,false,false,false,true,org.apache.spark.serializer.JavaSerializer,173.985
10,36307,47,32,false,61,0.6056340334333236,0.8241504191512002,115,true,55,357,50,2.2951648224407792,0.4614128157211901,72,lzf,83,124,true,111,48,412,472,9,false,true,true,true,org.apache.spark.serializer.KryoSerializer,168.55
4,39942,28,9,false,94,0.9463615115411079,0.9080150097552704,83,false,65,307,37,3.3623446557335868,0.9704887813542178,95,lzf,76,54,false,103,30,160,349,2,false,false,true,true,org.apache.spark.serializer.KryoSerializer,202.02200000000002
7,39576,38,29,false,23,0.6105179921525212,0.8753375322927086,69,true,112,453,75,3.5906914076854037,0.3781467364772404,75,lzf,92,80,false,12,122,98,200,3,false,false,false,false,org.apache.spark.serializer.KryoSerializer,188.518
7,30347,32,18,false,50,0.8761009499077623,0.7049072501249434,48,true,19,845,12,3.5024451471388045,0.33125028646656546,91,lzf,109,11,true,64,112,115,279,3,true,false,false,false,org.apache.spark.serializer.KryoSerializer,164.743
13,37804,8,35,false,10,0.6,0.7939453125,32,false,48,200,16,1.5,0.466796875,18,lzf,64,32,true,106,64,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,147.51
14,25600,8,28,false,10,0.6,0.9647216796875,32,false,48,200,11,2.3310546875,0.495361328125,7,lzf,64,32,true,13,64,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,204.11900000000003
13,25600,8,8,false,10,0.6,0.756103515625,32,false,48,200,65,1.5,0.26220703125,19,lzf,64,32,true,12,10,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,164.262
1,37612,8,28,false,10,0.6,0.59686279296875,32,false,48,200,14,1.5,0.3485107421875,68,lzf,64,24,true,19,64,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,305.626
15,42921,30,25,false,81,0.8042799970109256,0.6615306629812642,19,false,25,398,69,2.3350369445469275,0.15140278516286984,10,lzf,88,57,true,15,14,213,441,7,true,false,true,true,org.apache.spark.serializer.JavaSerializer,179.532
5,37018,28,28,false,82,0.7453168460822348,0.6582782240087479,118,true,55,848,19,1.407910100883868,0.3356067204836816,13,lzf,119,32,true,25,12,98,186,10,true,true,true,true,org.apache.spark.serializer.KryoSerializer,157.131
12,25600,8,19,false,10,0.6,0.9691162109375,32,false,48,200,14,1.4912109375,0.052978515625,4,lzf,64,32,true,64,64,426,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,178.732
13,26431,36,41,true,56,0.6961231093519397,0.7749981773043282,3,false,38,403,22,1.6993412164701598,0.3809471825485087,21,lzf,99,88,true,115,13,399,204,6,true,false,true,false,org.apache.spark.serializer.KryoSerializer,160.81799999999998
3,30911,26,19,false,17,0.6100118985911493,0.8828453217479595,37,true,44,311,68,1.9093005827176213,0.4316892263890764,28,lzf,113,27,false,24,82,450,243,10,true,false,false,false,org.apache.spark.serializer.JavaSerializer,157.47
15,35284,30,26,false,34,0.6744594383001993,0.7005119177728742,117,true,6,122,13,4.515825310159677,0.4775653129300253,75,lzf,117,67,true,24,123,453,76,6,true,true,true,false,org.apache.spark.serializer.KryoSerializer,157.754
7,25600,8,23,false,10,0.6,0.61883544921875,32,false,48,200,16,1.5,0.3905029296875,51,lzf,103,32,true,111,64,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,156.256
10,30689,42,22,false,62,0.8786405539680961,0.6053050087448041,49,true,92,938,22,1.5050596456232033,0.20475774266986652,50,lzf,113,75,true,20,103,173,281,5,true,false,true,false,org.apache.spark.serializer.JavaSerializer,162.654
8,40553,8,25,false,10,0.6,0.5164794921875,32,false,48,200,64,1.5,0.333251953125,4,lzf,120,32,true,115,64,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,166.358
4,25600,8,49,false,10,0.6,0.52899169921875,32,false,48,200,20,1.34326171875,0.4915771484375,4,lzf,123,32,true,25,64,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,209.704
11,25600,8,40,false,10,0.6,0.74603271484375,32,false,48,200,16,1.5,0.1517333984375,72,lzf,109,32,true,25,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,269.233
8,26754,8,10,false,10,0.6,0.58502197265625,32,false,48,200,24,1.5,0.3858642578125,25,lzf,109,32,true,64,64,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,166.783
6,40647,20,32,true,41,0.9329532735547944,0.7901579482083494,117,true,99,310,13,1.889041525430541,0.39661072281665577,92,lzf,103,109,false,94,60,406,182,3,true,true,true,true,org.apache.spark.serializer.KryoSerializer,152.303
2,37742,38,13,false,24,0.8075866498149891,0.7605369343172436,12,true,55,889,26,3.01465249981706,0.4414888766214807,9,lzf,98,52,false,12,30,285,133,9,true,false,false,true,org.apache.spark.serializer.KryoSerializer,197.53799999999998
11,31895,9,28,false,40,0.9469832262534658,0.9704412254127396,44,true,106,771,25,1.8979188884737181,0.21487222376615528,56,lzf,123,84,true,27,88,317,401,8,true,false,true,false,org.apache.spark.serializer.KryoSerializer,186.925
9,28292,14,34,false,35,0.6345601143930214,0.7782409006249884,93,false,88,796,20,2.431609285908604,0.5095687223731209,87,lzf,113,48,false,29,37,239,304,3,true,true,true,false,org.apache.spark.serializer.KryoSerializer,172.80700000000002
16,43921,18,21,false,81,0.7261529049221799,0.8241390190730454,51,false,78,284,28,4.597665286208176,0.8341930450120534,7,lz4,80,36,true,109,98,226,77,9,false,false,true,false,org.apache.spark.serializer.KryoSerializer,206.585
8,29739,29,34,false,69,0.7541396948269289,0.8329546219395606,125,true,65,733,15,2.359198782225092,0.3235638951907665,30,lzf,118,3,false,17,82,475,44,4,true,false,false,true,org.apache.spark.serializer.JavaSerializer,167.035
1,38967,8,23,false,10,0.6,0.68048095703125,32,false,48,200,44,1.5,0.4918212890625,73,lzf,117,32,true,64,64,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,300.685
16,31883,25,37,false,26,0.8894574112817853,0.6488884540530736,21,true,66,174,36,1.6355991000471135,0.34786974500338697,39,lzf,91,67,true,27,18,102,347,4,false,true,false,true,org.apache.spark.serializer.JavaSerializer,166.44799999999998
15,30798,41,41,false,57,0.8732982846884962,0.7163467784448717,128,true,74,827,97,1.213891101674332,0.4193373314339433,72,lzf,115,65,true,28,5,86,56,4,true,true,true,true,org.apache.spark.serializer.KryoSerializer,180.93099999999998
13,43258,43,38,false,14,0.6160116225066942,0.8311015061708962,61,false,90,143,22,2.7050194755626533,0.39652848863165613,37,lzf,125,99,true,90,15,153,162,4,true,true,false,false,org.apache.spark.serializer.KryoSerializer,178.94
3,36582,13,13,false,17,0.7031166767215355,0.7873076971727582,106,false,25,261,15,2.101704307073485,0.22570240235840186,55,lzf,76,10,true,126,124,274,117,9,true,true,false,false,org.apache.spark.serializer.JavaSerializer,213.206
14,33794,8,21,false,10,0.6,0.8941650390625,32,false,48,200,29,1.5,0.670654296875,64,lz4,64,32,true,81,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,194.683
14,42416,8,15,false,10,0.6,0.7012939453125,32,false,48,200,28,1.5,0.640380859375,18,lzf,64,32,true,27,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,188.608
8,35727,10,12,true,17,0.9231623078696805,0.8649305669695997,79,false,21,639,30,2.2846043788648447,0.4564551137789642,83,lz4,74,21,false,107,17,291,166,4,false,false,false,false,org.apache.spark.serializer.KryoSerializer,175.625
16,32568,40,37,true,43,0.8997010664581715,0.6585245895571792,5,false,29,820,45,2.011003643134225,0.3838525130452615,17,lzf,85,115,false,27,40,438,301,9,false,false,true,true,org.apache.spark.serializer.KryoSerializer,192.787
10,36990,19,22,false,20,0.9536657240018616,0.7845734988353686,89,true,91,435,29,3.2914396481583466,0.4030341307430313,13,lz4,83,46,false,126,20,270,320,5,false,false,true,false,org.apache.spark.serializer.JavaSerializer,189.21099999999998
16,33627,30,9,false,32,0.8554973107999592,0.7571089474279887,120,false,5,242,30,2.807059906835628,0.53063699578996,105,lz4,73,56,true,122,26,65,237,8,false,true,false,true,org.apache.spark.serializer.KryoSerializer,201.81799999999998
5,38664,23,28,false,60,0.868236642612672,0.7755580528248799,115,false,64,597,71,2.387917979288152,0.4334543637467241,23,lzf,85,29,true,27,33,277,44,2,true,false,true,false,org.apache.spark.serializer.JavaSerializer,149.629
5,40604,33,16,false,40,0.94651412502179,0.9502754141742752,108,false,40,214,61,4.320002620219397,0.206914841004768,121,lzf,68,3,false,12,36,422,260,4,true,false,true,false,org.apache.spark.serializer.JavaSerializer,160.994
11,30214,13,23,true,65,0.7280489737288609,0.9607523674533548,10,false,17,303,29,4.030322083789091,0.4977762120381527,50,lz4,83,103,false,114,85,315,111,4,false,false,false,false,org.apache.spark.serializer.JavaSerializer,193.71200000000002
15,40637,44,30,true,70,0.647903064593724,0.7151243630884375,64,true,84,283,13,3.008898792996689,0.6422819833282211,101,lzf,119,8,true,24,30,302,264,7,true,true,true,false,org.apache.spark.serializer.KryoSerializer,169.514
5,30784,8,14,false,10,0.6,0.984375,32,false,48,200,29,3.125,0.71875,4,lz4,64,32,true,109,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,179.269
5,30784,8,14,false,10,0.6,0.984375,32,false,48,200,29,1.5,0.53125,92,lz4,64,32,true,109,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,175.753
14,40045,8,15,false,10,0.6,0.880615234375,32,false,48,200,30,1.5,0.25048828125,50,lz4,64,32,true,22,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,178.24
9,35558,8,15,false,10,0.6,0.9166259765625,32,false,48,200,18,1.5,0.211669921875,71,lz4,64,32,true,64,64,50,359,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,190.253
5,30784,8,14,false,10,0.6,0.984375,32,false,48,200,29,3.125,0.71875,68,lz4,64,32,true,64,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,189.03799999999998
5,30784,8,14,false,10,0.6,0.984375,32,false,48,200,29,1.5,0.53125,92,lz4,64,32,true,109,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,181.638
5,25600,19,14,false,10,0.6,0.984375,32,false,48,200,29,1.5,0.53125,92,lz4,64,32,true,109,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,176.641
12,29954,8,13,false,10,0.6,0.5,32,false,48,200,29,3.663330078125,0.47552490234375,102,lz4,64,32,true,64,54,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,171.91
13,26736,29,14,false,10,0.6,0.5,32,false,48,200,29,1.5,0.2930908203125,4,lz4,64,32,true,64,64,461,122,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,206.707
8,42116,9,18,false,10,0.6,0.655609130859375,32,false,48,200,29,1.5,0.87872314453125,4,lz4,64,32,true,64,64,50,204,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,191.918
10,25600,17,14,false,17,0.6,0.506927490234375,32,false,48,200,29,1.5,0.14776611328125,116,lz4,64,32,true,64,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,205.49200000000002
5,30784,8,14,false,10,0.6,0.984375,32,false,48,200,29,1.5,0.53125,92,lz4,64,32,true,109,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,188.983
5,30784,8,14,false,10,0.6,0.984375,32,false,48,200,29,1.5,0.53125,92,lz4,64,32,true,109,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,164.669
7,31533,8,15,false,10,0.6,0.91827392578125,32,false,48,200,29,1.5,0.6256103515625,99,lz4,64,32,true,64,64,194,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,201.649
5,30784,8,14,false,10,0.6,0.984375,32,false,48,200,29,1.5,0.53125,92,lz4,64,32,true,64,64,429,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,202.757
5,30784,8,14,false,10,0.6,0.984375,32,false,48,200,29,1.5,0.53125,92,lz4,64,32,true,109,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,195.028
15,40158,8,23,false,10,0.6,0.601959228515625,32,false,48,200,16,1.5,0.45782470703125,4,lzf,64,32,true,77,64,383,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,165.75099999999998
13,41903,8,30,false,10,0.6,0.8363037109375,32,false,48,200,41,1.5,0.463134765625,4,lzf,64,32,true,64,78,385,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,153.718
10,29638,8,41,false,10,0.6,0.62908935546875,32,false,48,200,18,1.5,0.6199951171875,4,lzf,64,32,true,25,64,479,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,152.906
13,32908,8,21,false,10,0.6,0.5,32,false,48,200,30,4.4921875,0.607421875,4,lz4,64,32,true,111,64,216,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,169.46400000000003
9,37756,8,14,false,10,0.6,0.52996826171875,32,false,48,200,30,1.5,0.4940185546875,4,lz4,64,32,true,102,64,128,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,168.688
14,33704,8,10,false,10,0.6,0.5,32,false,48,200,30,1.5,0.555908203125,20,lz4,64,32,true,105,64,103,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,185.329
8,36722,8,10,false,10,0.6,0.5,32,false,48,200,30,4.444580078125,0.40521240234375,4,lz4,64,32,true,98,64,316,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,194.854
13,27230,8,24,false,10,0.6,0.5063629150390625,32,false,48,200,27,3.6190185546875,0.390838623046875,4,lzf,64,32,true,20,64,50,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,158.642
12,39447,8,20,false,10,0.6,0.5,32,false,48,200,27,1.5,0.21722412109375,4,lzf,64,32,true,26,64,419,260,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,149.985
12,29585,8,26,false,10,0.6,0.877166748046875,32,false,48,200,30,1.5,0.73480224609375,10,lz4,64,32,true,108,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,205.597
11,25600,8,8,false,10,0.6,0.5689849853515625,32,false,48,200,30,1.5,0.457733154296875,4,lz4,64,32,true,114,64,183,84,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,187.63299999999998
14,28017,8,22,false,10,0.6,0.5,32,false,48,200,30,1.5,0.22406005859375,4,lz4,64,32,true,102,64,184,183,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,166.58
9,37756,8,14,false,10,0.6,0.52996826171875,32,false,48,200,30,1.5,0.4940185546875,4,lz4,64,32,true,102,64,50,120,2,false,true,true,false,org.apache.spark.serializer.JavaSerializer,181.46
6,25600,8,8,false,10,0.6,0.63800048828125,32,false,48,200,30,1.77587890625,0.6668701171875,4,lz4,64,32,true,108,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,179.199
9,37756,8,14,false,10,0.6,0.5,32,false,9,200,30,1.5,0.4940185546875,4,lz4,64,32,true,102,64,128,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,201.549
14,28017,8,22,false,10,0.6,0.5,32,false,48,200,30,1.5,0.22406005859375,4,lz4,64,32,true,102,64,184,183,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,182.012
14,33704,8,10,false,10,0.6,0.5,32,false,48,200,30,1.5,0.555908203125,20,lz4,64,32,true,105,64,50,77,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,171.502
5,25730,23,12,false,10,0.6,0.7657470703125,32,false,48,200,30,1.5,0.555908203125,4,lz4,64,32,true,103,64,50,120,3,false,true,true,false,org.apache.spark.serializer.JavaSerializer,178.736
6,25600,8,33,false,10,0.6,0.8736572265625,32,false,48,200,23,1.5,0.287353515625,36,lzf,64,32,true,20,64,395,120,3,true,true,true,false,org.apache.spark.serializer.JavaSerializer,164.1
